,name,href,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,hand,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
383,Markieff Morris,https://www.espn.com/nba/player/_/id/6461/markieff-morris,s:40~l:46~a:6461,bb14f49433879cb5bd8f175ec15546a2,6461,80.0,245.0,31,PF,88.0,1750000.0,09/02/89,https://a.espncdn.com/i/headshots/nba/players/full/6461.png,Markieff Morris,9,Kansas,"Philadelphia, PA",,637.0,348.0,25.5,4.4,9.8,44.8,0.8,2.4,34.5,1.8,2.3,77.8,1.3,4.1,5.3,1.7,0.5,0.9,2.9,1.6,11.4
384,Rajon Rondo,https://www.espn.com/nba/player/_/id/3026/rajon-rondo,s:40~l:46~a:3026,42b2f3db1c21dcb5f3584c91d74b4ffd,3026,73.0,180.0,34,PG,9.0,2564753.0,02/22/86,https://a.espncdn.com/i/headshots/nba/players/full/3026.png,Rajon Rondo,14,Kentucky,"Louisville, KY",,873.0,729.0,31.0,4.3,9.3,45.8,0.4,1.4,31.6,1.2,2.0,60.6,1.0,3.7,4.7,8.3,0.1,1.7,2.2,2.8,10.2
385,JR Smith,https://www.espn.com/nba/player/_/id/2444/jr-smith,s:40~l:46~a:2444,c53401ce1c3aeb9e9540ce09eba960d5,2444,78.0,225.0,35,SG,21.0,289803.0,09/09/85,https://a.espncdn.com/i/headshots/nba/players/full/2444.png,JR Smith,16,,"Freehold, NJ",,977.0,395.0,26.9,4.5,10.7,41.9,2.0,5.3,37.3,1.5,2.0,73.3,0.5,2.6,3.1,2.1,0.2,1.0,2.2,1.3,12.4
386,Deandre Ayton,https://www.espn.com/nba/player/_/id/4278129/deandre-ayton,s:40~l:46~a:4278129,9af41ea8a24c025fa63f8263fbf0ca66,4278129,83.0,250.0,22,C,22.0,9562920.0,07/23/98,https://a.espncdn.com/i/headshots/nba/players/full/4278129.png,Deandre Ayton,2,Arizona,Bahamas,,109.0,102.0,31.4,7.5,13.2,57.0,0.0,0.2,17.6,1.9,2.6,74.8,3.4,7.3,10.7,1.8,1.1,0.8,3.0,1.9,17.0
387,Aron Baynes,https://www.espn.com/nba/player/_/id/2968439/aron-baynes,s:40~l:46~a:2968439,e13c65978f551b2168dd677c0182c52d,2968439,82.0,260.0,33,C,46.0,5453280.0,12/09/86,https://a.espncdn.com/i/headshots/nba/players/full/2968439.png,Aron Baynes,8,Washington State,New Zealand,,469.0,137.0,15.8,2.4,4.8,49.5,0.2,0.5,32.7,1.0,1.3,80.0,1.5,3.0,4.5,0.8,0.5,0.2,2.2,0.9,6.0
388,Devin Booker,https://www.espn.com/nba/player/_/id/3136193/devin-booker,s:40~l:46~a:3136193,493046d7fa60d8a11397b9a6dca8dedf,3136193,77.0,206.0,23,SG,1.0,27285000.0,10/30/96,https://a.espncdn.com/i/headshots/nba/players/full/3136193.png,Devin Booker,5,Kentucky,"Grand Rapids, MI",L,342.0,317.0,33.5,7.7,17.2,44.8,2.0,5.5,35.4,5.1,5.8,87.1,0.5,3.1,3.6,4.7,0.3,0.8,3.1,3.3,22.5
389,Mikal Bridges,https://www.espn.com/nba/player/_/id/3147657/mikal-bridges,s:40~l:46~a:3147657,cb79ebc7b282824752967b803d2cbc9e,3147657,78.0,209.0,24,SF,25.0,4161000.0,08/30/96,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png,Mikal Bridges,2,Villanova,"Philadelphia, PA",,155.0,88.0,28.8,3.2,6.8,46.7,1.1,3.3,34.5,1.3,1.5,82.5,0.8,2.8,3.6,1.9,0.5,1.5,2.3,0.9,8.7
390,Jevon Carter,https://www.espn.com/nba/player/_/id/3133635/jevon-carter,s:40~l:46~a:3133635,9f154251b367bd8c394aad9175f30518,3133635,73.0,200.0,25,PG,4.0,1416852.0,09/14/95,https://a.espncdn.com/i/headshots/nba/players/full/3133635.png,Jevon Carter,2,West Virginia,"Oak Park, IL",,97.0,5.0,15.7,1.6,4.4,36.7,1.0,2.6,38.7,0.5,0.6,83.1,0.5,1.4,1.9,1.6,0.3,0.8,1.5,0.7,4.7
391,Cheick Diallo,https://www.espn.com/nba/player/_/id/3919335/cheick-diallo,s:40~l:46~a:3919335,380c5a1a5160c65866d2f1134b7841ad,3919335,80.0,219.0,24,PF,14.0,1678854.0,09/13/96,https://a.espncdn.com/i/headshots/nba/players/full/3919335.png,Cheick Diallo,4,Kansas,Mali,,180.0,3.0,12.0,2.2,3.7,59.8,0.0,0.0,28.6,0.8,1.1,77.2,1.0,3.2,4.2,0.4,0.4,0.3,1.5,0.6,5.3
392,Ty Jerome,https://www.espn.com/nba/player/_/id/4065733/ty-jerome,s:40~l:46~a:4065733,c310575489ce50553b1b61c45e7ce40a,4065733,77.0,195.0,23,SG,10.0,2193480.0,07/08/97,https://a.espncdn.com/i/headshots/nba/players/full/4065733.png,Ty Jerome,1,Virginia,"New York, NY",,31.0,0.0,10.6,1.2,3.6,33.6,0.5,1.6,28.0,0.4,0.5,75.0,0.2,1.3,1.5,1.4,0.1,0.5,0.9,0.6,3.3
393,Cameron Johnson,https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,s:40~l:46~a:3138196,52d9a7a40beea926a5fdf2ecb96eaa95,3138196,80.0,210.0,24,SF,23.0,4033440.0,03/03/96,https://a.espncdn.com/i/headshots/nba/players/full/3138196.png,Cameron Johnson,1,North Carolina,"Moon Township, PA",,57.0,9.0,22.0,3.1,7.1,43.5,1.9,4.8,39.0,0.8,1.0,80.7,0.9,2.4,3.3,1.2,0.4,0.6,1.5,0.6,8.8
394,Frank Kaminsky,https://www.espn.com/nba/player/_/id/2579294/frank-kaminsky,s:40~l:46~a:2579294,f9dd05361090a62cfa77ae7a119a8e88,2579294,84.0,240.0,27,C,8.0,4767000.0,04/04/93,https://a.espncdn.com/i/headshots/nba/players/full/2579294.png,Frank Kaminsky,5,Wisconsin,"Lisle, IL",,321.0,36.0,21.9,3.5,8.2,42.2,1.2,3.4,34.7,1.6,2.2,75.0,0.8,3.3,4.0,1.6,0.4,0.5,1.6,0.9,9.8
395,Jalen Lecque,https://www.espn.com/nba/player/_/id/4423887/jalen-lecque,s:40~l:46~a:4423887,cb3b4575da6f16c81bf391198c153726,4423887,76.0,185.0,20,PG,0.0,898310.0,06/13/00,https://a.espncdn.com/i/headshots/nba/players/full/4423887.png,Jalen Lecque,1,,"Manhattan, NY",,5.0,0.0,6.4,0.8,2.0,40.0,0.0,0.8,0.0,0.4,0.4,100.0,0.0,0.4,0.4,0.4,0.0,0.0,0.6,0.4,2.0
396,Elie Okobo,https://www.espn.com/nba/player/_/id/4230550/elie-okobo,s:40~l:46~a:4230550,d27daeb970c9aed53be4f3ba2a98c9b5,4230550,75.0,190.0,23,SF,2.0,1416852.0,10/23/97,https://a.espncdn.com/i/headshots/nba/players/full/4230550.png,Elie Okobo,2,,France,R,108.0,19.0,15.5,1.7,4.4,39.5,0.6,1.9,31.5,0.8,1.1,73.7,0.3,1.5,1.7,2.2,0.1,0.5,1.5,1.0,4.8
397,Kelly Oubre Jr.,https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr,s:40~l:46~a:3133603,9e672c74a03860b0a85c9b8a6ff4b8fa,3133603,79.0,203.0,24,SF,3.0,15625000.0,12/09/95,https://a.espncdn.com/i/headshots/nba/players/full/3133603.png,Kelly Oubre Jr.,5,Kansas,"New Orleans, LA",B,348.0,99.0,24.1,3.9,8.9,43.1,1.2,3.7,32.9,1.9,2.5,77.8,0.8,3.3,4.1,0.9,0.5,0.9,2.6,1.0,10.9
398,Tariq Owens,https://www.espn.com/nba/player/_/id/3149059/tariq-owens,s:40~l:46~a:3149059,601ed977e05c69347217245d5ce23439,3149059,82.0,205.0,25,F,41.0,0.0,06/30/95,https://a.espncdn.com/i/headshots/nba/players/full/3149059.png,Tariq Owens,1,Texas Tech,"Utica, NY",,3.0,0.0,5.0,0.3,1.7,20.0,0.0,0.7,0.0,0.7,0.7,100.0,0.7,0.3,1.0,0.0,0.0,0.3,0.3,0.0,1.3
399,Cameron Payne,https://www.espn.com/nba/player/_/id/3064230/cameron-payne,s:40~l:46~a:3064230,973fd4401804fd3ba70b7a5be2996764,3064230,75.0,190.0,26,PG,15.0,1737145.0,08/08/94,https://a.espncdn.com/i/headshots/nba/players/full/3064230.png,Cameron Payne,5,Murray State,"Memphis, TN",,161.0,28.0,16.4,2.4,6.1,40.3,0.9,2.5,34.4,0.5,0.6,78.1,0.3,1.6,1.9,2.5,0.2,0.7,1.6,1.0,6.2
400,Ricky Rubio,https://www.espn.com/nba/player/_/id/4011/ricky-rubio,s:40~l:46~a:4011,0256cef5f8a76e8a7c1f0400129dd4dd,4011,75.0,190.0,30,PG,11.0,16200000.0,10/21/90,https://a.espncdn.com/i/headshots/nba/players/full/4011.png,Ricky Rubio,9,,Spain,,563.0,542.0,30.9,3.7,9.4,39.1,0.9,2.7,32.8,3.1,3.7,84.1,0.7,3.6,4.3,7.8,0.1,1.9,2.6,2.7,11.3
401,Dario Saric,https://www.espn.com/nba/player/_/id/3032978/dario-saric,s:40~l:46~a:3032978,ec510d5f3cb7033bef466f3f331f0710,3032978,82.0,225.0,26,PF,20.0,3481986.0,04/08/94,https://a.espncdn.com/i/headshots/nba/players/full/3032978.png,Dario Saric,4,,Croatia,,306.0,201.0,26.5,4.4,10.0,44.1,1.5,4.2,35.8,1.9,2.3,83.7,1.6,4.6,6.2,2.1,0.2,0.6,2.2,1.7,12.2
402,Marvin Bagley III,https://www.espn.com/nba/player/_/id/4277848/marvin-bagley-iii,s:40~l:46~a:4277848,7d647d40651d047a204a7b248737221a,4277848,83.0,235.0,21,PF,35.0,8556120.0,03/14/99,https://a.espncdn.com/i/headshots/nba/players/full/4277848.png,Marvin Bagley III,2,Duke,"Tempe, AZ",,75.0,10.0,25.3,5.8,11.6,49.7,0.5,1.6,28.8,2.7,3.9,70.3,2.5,5.0,7.6,1.0,0.9,0.5,2.2,1.5,14.8
403,Harrison Barnes,https://www.espn.com/nba/player/_/id/6578/harrison-barnes,s:40~l:46~a:6578,2a44393ff19d019efc9a3153d1ff0197,6578,80.0,225.0,28,SF,40.0,24147727.0,05/30/92,https://a.espncdn.com/i/headshots/nba/players/full/6578.png,Harrison Barnes,8,North Carolina,"Ames, IA",,612.0,551.0,31.2,5.0,11.3,44.8,1.2,3.3,37.5,2.3,2.9,79.6,1.0,3.9,4.9,1.6,0.2,0.7,1.7,1.2,13.7
404,Kent Bazemore,https://www.espn.com/nba/player/_/id/6637/kent-bazemore,s:40~l:46~a:6637,1b9fcc3b945fa8c17aa9a72b5dab4fa5,6637,76.0,195.0,31,SG,26.0,19269662.0,07/01/89,https://a.espncdn.com/i/headshots/nba/players/full/6637.png,Kent Bazemore,8,Old Dominion,"Kelford, NC",,551.0,278.0,21.2,3.1,7.5,41.3,1.1,3.1,35.1,1.4,2.0,72.6,0.4,2.9,3.2,1.8,0.5,1.0,2.0,1.5,8.7
405,Nemanja Bjelica,https://www.espn.com/nba/player/_/id/4269/nemanja-bjelica,s:40~l:46~a:4269,d2db86df2f09c977b5fe4941e20acd59,4269,82.0,234.0,32,PF,88.0,6825000.0,05/09/88,https://a.espncdn.com/i/headshots/nba/players/full/4269.png,Nemanja Bjelica,5,,Yugoslavia,,341.0,159.0,21.8,3.0,6.5,46.6,1.2,3.1,39.3,0.8,1.0,77.2,1.2,3.6,4.8,1.8,0.4,0.7,2.5,1.0,8.0
406,Bogdan Bogdanovic,https://www.espn.com/nba/player/_/id/3037789/bogdan-bogdanovic,s:40~l:46~a:3037789,db759921c2d428def1eb66f1c0aa708f,3037789,78.0,220.0,28,SG,8.0,8529386.0,08/18/92,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png,Bogdan Bogdanovic,3,,,,209.0,97.0,28.2,5.0,11.5,43.4,2.0,5.5,37.4,1.5,1.9,80.6,0.5,2.8,3.2,3.5,0.2,1.0,2.1,1.6,13.5
407,Corey Brewer,https://www.espn.com/nba/player/_/id/3191/corey-brewer,s:40~l:46~a:3191,7ab226b34502f78ee2853e3d80be0e1b,3191,81.0,186.0,34,SG,13.0,,03/05/86,https://a.espncdn.com/i/headshots/nba/players/full/3191.png,Corey Brewer,13,Florida,"Portland, TN",,819.0,310.0,22.9,3.3,7.7,42.5,0.6,2.2,28.4,1.5,2.1,71.3,0.7,2.0,2.8,1.5,0.3,1.2,2.2,1.2,8.7
408,Yogi Ferrell,https://www.espn.com/nba/player/_/id/2991018/yogi-ferrell,s:40~l:46~a:2991018,01a71984009a87505a1a6f1fadfb3e45,2991018,72.0,178.0,27,PG,3.0,3150000.0,05/09/93,https://a.espncdn.com/i/headshots/nba/players/full/2991018.png,Yogi Ferrell,4,Indiana,"Indianapolis, IN",B,249.0,53.0,20.4,2.8,6.7,42.2,1.1,3.1,36.7,1.0,1.2,83.7,0.3,1.8,2.1,2.3,0.1,0.6,1.4,0.9,7.8
409,De'Aaron Fox,https://www.espn.com/nba/player/_/id/4066259/deaaron-fox,s:40~l:46~a:4066259,5f18d1cf1c2e3601a04e1a3fc84d8ef1,4066259,75.0,185.0,22,PG,5.0,6392760.0,12/20/97,https://a.espncdn.com/i/headshots/nba/players/full/4066259.png,De'Aaron Fox,3,Kentucky,"New Orleans, LA",,205.0,191.0,30.3,6.0,13.2,45.1,0.9,2.8,32.8,3.3,4.7,71.8,0.5,2.9,3.4,6.1,0.4,1.4,2.5,2.7,16.2
410,Harry Giles III,https://www.espn.com/nba/player/_/id/4065649/harry-giles-iii,s:40~l:46~a:4065649,568ac84da87876ef528535120210922e,4065649,83.0,240.0,22,C,20.0,2578800.0,04/22/98,https://a.espncdn.com/i/headshots/nba/players/full/4065649.png,Harry Giles III,2,Duke,"Winston-salem, NC",,104.0,17.0,14.3,3.0,5.8,52.4,0.0,0.1,0.0,0.9,1.3,68.6,1.0,2.9,3.9,1.4,0.4,0.5,2.6,1.1,7.0
411,Kyle Guy,https://www.espn.com/nba/player/_/id/4065730/kyle-guy,s:40~l:46~a:4065730,d169f2614076176786ed2fc481fd4138,4065730,73.0,167.0,23,SG,7.0,0.0,08/11/97,https://a.espncdn.com/i/headshots/nba/players/full/4065730.png,Kyle Guy,1,Virginia,"Indianapolis, IN",,3.0,0.0,3.3,0.7,1.7,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.3
412,Buddy Hield,https://www.espn.com/nba/player/_/id/2990984/buddy-hield,s:40~l:46~a:2990984,2ca1d65c40ac444090348a6c954e876c,2990984,76.0,220.0,27,SG,24.0,4861208.0,12/17/92,https://a.espncdn.com/i/headshots/nba/players/full/2990984.png,Buddy Hield,4,Oklahoma,Bahamas,,316.0,194.0,27.7,5.9,13.4,44.2,2.8,6.7,41.1,1.3,1.5,86.6,0.8,3.4,4.2,2.2,0.3,0.8,2.0,1.7,15.9
413,Richaun Holmes,https://www.espn.com/nba/player/_/id/2993370/richaun-holmes,s:40~l:46~a:2993370,a98f1dec06a1b68a4ea37d59f7f78e62,2993370,82.0,235.0,27,C,22.0,4767000.0,10/15/93,https://a.espncdn.com/i/headshots/nba/players/full/2993370.png,Richaun Holmes,5,Bowling Green,"Lockport, IL",,270.0,62.0,18.8,3.4,5.9,58.3,0.1,0.6,25.7,1.4,1.9,72.4,1.7,3.3,5.0,0.9,1.0,0.6,2.5,0.8,8.4
414,Justin James,https://www.espn.com/nba/player/_/id/3914058/justin-james,s:40~l:46~a:3914058,e385c21e8e742262292fc21e5d262259,3914058,79.0,190.0,23,SG,10.0,898310.0,01/24/97,https://a.espncdn.com/i/headshots/nba/players/full/3914058.png,Justin James,1,Wyoming,,,36.0,0.0,6.4,1.0,2.3,41.7,0.3,0.8,31.0,0.3,0.6,47.6,0.2,0.7,0.9,0.5,0.3,0.2,0.5,0.2,2.5
415,DaQuan Jeffries,https://www.espn.com/nba/player/_/id/3913220/daquan-jeffries,s:40~l:46~a:3913220,7dd2d924841d8411b7e1359bdbb3f310,3913220,77.0,230.0,23,SG,19.0,0.0,08/30/97,https://a.espncdn.com/i/headshots/nba/players/full/3913220.png,DaQuan Jeffries,1,Tulsa,"Edmond, OK",,13.0,0.0,10.8,1.5,3.1,50.0,0.4,1.4,27.8,0.4,0.5,83.3,0.2,1.2,1.4,0.5,0.1,0.3,1.5,0.2,3.8
416,Cory Joseph,https://www.espn.com/nba/player/_/id/6446/cory-joseph,s:40~l:46~a:6446,c8370b0d572a40348738f981c19cd657,6446,75.0,200.0,29,PG,9.0,12000000.0,08/20/91,https://a.espncdn.com/i/headshots/nba/players/full/6446.png,Cory Joseph,9,Texas,"Toronto, ON",,600.0,121.0,21.9,2.7,6.1,44.1,0.5,1.5,33.2,1.0,1.3,76.9,0.5,2.1,2.6,2.9,0.2,0.8,1.5,1.0,6.9
417,Alex Len,https://www.espn.com/nba/player/_/id/2596107/alex-len,s:40~l:46~a:2596107,56df8855ab0a659aeed2ccb77a2b77f7,2596107,84.0,250.0,27,C,25.0,4160000.0,06/16/93,https://a.espncdn.com/i/headshots/nba/players/full/2596107.png,Alex Len,7,Maryland,Ukraine,,467.0,183.0,19.6,3.0,6.1,49.5,0.2,0.6,33.3,1.7,2.4,69.0,2.0,4.2,6.3,0.8,1.0,0.4,2.7,1.2,8.0
418,Jabari Parker,https://www.espn.com/nba/player/_/id/3056600/jabari-parker,s:40~l:46~a:3056600,5ed9bd98c83f2f8ecf16f243c39fb2f6,3056600,80.0,245.0,25,PF,33.0,6500000.0,03/15/95,https://a.espncdn.com/i/headshots/nba/players/full/3056600.png,Jabari Parker,6,Duke,"Chicago, IL",,285.0,190.0,29.0,6.0,12.2,49.3,0.7,2.2,32.4,2.2,2.9,74.0,1.5,4.2,5.7,2.1,0.4,0.9,2.1,1.8,14.9
419,J.J. Barea,https://www.espn.com/nba/player/_/id/3055/jj-barea,s:40~l:46~a:3055,ef8b60e044fe0ae9622ace8096b4a78c,3055,70.0,180.0,36,PG,5.0,1620564.0,06/26/84,https://a.espncdn.com/i/headshots/nba/players/full/3055.png,J.J. Barea,14,Northeastern,Puerto Rico,,831.0,108.0,19.6,3.4,8.0,42.4,1.0,2.8,35.2,1.1,1.4,79.4,0.3,1.8,2.1,3.9,0.0,0.4,1.4,1.5,8.9
420,Jalen Brunson,https://www.espn.com/nba/player/_/id/3934672/jalen-brunson,s:40~l:46~a:3934672,89519c75cf8a38e71151b6247a2d4535,3934672,73.0,190.0,24,PG,13.0,1416852.0,08/31/96,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,Jalen Brunson,2,Villanova,"New Brunswick, NJ",,130.0,54.0,20.1,3.4,7.3,46.7,0.8,2.3,35.2,1.1,1.5,75.9,0.4,2.0,2.3,3.2,0.1,0.5,1.5,1.2,8.8
421,Trey Burke,https://www.espn.com/nba/player/_/id/2579260/trey-burke,s:40~l:46~a:2579260,950e4a57b2256e04556f5be67455f748,2579260,72.0,185.0,27,PG,32.0,1620564.0,11/12/92,https://a.espncdn.com/i/headshots/nba/players/full/2579260.png,Trey Burke,7,Michigan,"Columbus, OH",,394.0,129.0,23.0,4.1,10.0,41.0,1.2,3.5,34.5,1.2,1.5,80.0,0.4,1.6,2.0,3.5,0.1,0.6,1.4,1.3,10.6
422,Willie Cauley-Stein,https://www.espn.com/nba/player/_/id/2991282/willie-cauley-stein,s:40~l:46~a:2991282,c2ec7588eec6ec5a6f64b3af7bf55f0c,2991282,84.0,240.0,27,C,33.0,2177483.0,08/18/93,https://a.espncdn.com/i/headshots/nba/players/full/2991282.png,Willie Cauley-Stein,5,Kentucky,"Spearville, KS",,349.0,237.0,23.5,4.1,7.6,53.9,0.0,0.1,21.1,1.5,2.4,61.1,1.8,4.5,6.3,1.6,0.8,0.9,2.4,1.0,9.6
423,Antonius Cleveland,https://www.espn.com/nba/player/_/id/3064237/antonius-cleveland,s:40~l:46~a:3064237,f99b2b1c29754491d2c10c1e5c4c3f50,3064237,77.0,195.0,26,SG,3.0,0.0,02/02/94,https://a.espncdn.com/i/headshots/nba/players/full/3064237.png,Antonius Cleveland,2,Southeast Missouri State,"Memphis, TN",B,28.0,0.0,6.0,0.4,1.3,34.3,0.1,0.3,42.9,0.3,0.4,63.6,0.2,0.6,0.8,0.1,0.3,0.3,1.1,0.3,1.2
424,Seth Curry,https://www.espn.com/nba/player/_/id/2326307/seth-curry,s:40~l:46~a:2326307,3f5993882fb23f8c8f8ba0ec58fd65d2,2326307,74.0,185.0,30,SG,30.0,7461380.0,08/23/90,https://a.espncdn.com/i/headshots/nba/players/full/2326307.png,Seth Curry,6,Duke,"Charlotte, NC",,256.0,78.0,22.3,3.7,7.7,47.5,1.7,3.9,44.3,1.0,1.2,83.8,0.3,1.6,2.0,1.7,0.1,0.7,1.5,1.0,10.1
425,Luka Doncic,https://www.espn.com/nba/player/_/id/3945274/luka-doncic,s:40~l:46~a:3945274,583794eb0f389bbd3e259dd33b7f83b8,3945274,79.0,230.0,21,SG,77.0,7683360.0,02/28/99,https://a.espncdn.com/i/headshots/nba/players/full/3945274.png,Luka Doncic,2,,Slovenia,,133.0,133.0,32.8,8.2,18.4,44.5,2.5,7.9,32.1,5.8,7.9,73.7,1.2,7.3,8.5,7.3,0.3,1.0,2.2,3.8,24.7
426,Dorian Finney-Smith,https://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith,s:40~l:46~a:2578185,e05f4c3aa0a6e87fd752a5c092b7f474,2578185,79.0,220.0,27,SF,10.0,4000000.0,05/04/93,https://a.espncdn.com/i/headshots/nba/players/full/2578185.png,Dorian Finney-Smith,4,Florida,"Portsmouth, VA",,254.0,142.0,24.4,2.5,5.9,42.6,1.1,3.2,33.0,0.8,1.1,72.5,1.4,2.9,4.3,1.2,0.4,0.7,2.1,0.8,6.9
427,Tim Hardaway Jr.,https://www.espn.com/nba/player/_/id/2528210/tim-hardaway-jr,s:40~l:46~a:2528210,4ea7a8ea43eb10362128c745eca4a55f,2528210,77.0,205.0,28,SG,11.0,20025127.0,03/16/92,https://a.espncdn.com/i/headshots/nba/players/full/2528210.png,Tim Hardaway Jr.,7,Michigan,"Miami, FL",,474.0,237.0,26.6,4.7,11.2,42.1,2.0,5.6,35.3,2.1,2.5,81.6,0.3,2.3,2.7,1.9,0.1,0.6,1.7,1.1,13.5
428,Justin Jackson,https://www.espn.com/nba/player/_/id/3138156/justin-jackson,s:40~l:46~a:3138156,ea5f207a6b56696ed6ae13cd5d9a7072,3138156,79.0,220.0,25,SF,44.0,3280920.0,03/28/95,https://a.espncdn.com/i/headshots/nba/players/full/3138156.png,Justin Jackson,3,North Carolina,"Houston, TX",,214.0,58.0,19.5,2.5,5.8,43.1,0.9,2.8,32.4,0.6,0.8,78.8,0.5,2.1,2.6,1.0,0.2,0.4,1.2,0.4,6.5
429,Michael Kidd-Gilchrist,https://www.espn.com/nba/player/_/id/6601/michael-kidd-gilchrist,s:40~l:46~a:6601,eaef39ae8bd7eb0fce5917759c090f30,6601,78.0,230.0,27,SF,9.0,595122.0,09/26/93,https://a.espncdn.com/i/headshots/nba/players/full/6601.png,Michael Kidd-Gilchrist,8,Kentucky,"Philadelphia, PA",,446.0,356.0,24.6,3.3,6.9,47.4,0.1,0.2,27.2,1.8,2.5,71.5,1.6,3.8,5.4,1.2,0.7,0.7,2.1,0.9,8.4
430,Maxi Kleber,https://www.espn.com/nba/player/_/id/2960236/maxi-kleber,s:40~l:46~a:2960236,d06ad72226ff58651433061e2e6fbb32,2960236,82.0,240.0,28,PF,42.0,8000000.0,01/29/92,https://a.espncdn.com/i/headshots/nba/players/full/2960236.png,Maxi Kleber,3,,Germany,,217.0,74.0,21.2,2.6,5.6,46.6,1.1,3.1,35.5,0.8,1.0,80.1,1.3,3.1,4.4,1.0,1.0,0.4,2.0,0.7,7.1
431,Courtney Lee,https://www.espn.com/nba/player/_/id/3445/courtney-lee,s:40~l:46~a:3445,4f42e0e77cfaa56baf973f5a9606d2b2,3445,77.0,215.0,35,SG,1.0,12759670.0,10/03/85,https://a.espncdn.com/i/headshots/nba/players/full/3445.png,Courtney Lee,12,Western Kentucky,"Indianapolis, IN",L,811.0,518.0,27.1,3.7,8.1,45.1,1.1,2.8,38.8,1.2,1.4,85.3,0.4,2.2,2.6,1.7,0.3,1.0,1.7,0.9,9.6
432,Boban Marjanovic,https://www.espn.com/nba/player/_/id/4376/boban-marjanovic,s:40~l:46~a:4376,f8a8f558d16ab6698518c00aef5f4847,4376,88.0,290.0,32,C,51.0,3500000.0,08/15/88,https://a.espncdn.com/i/headshots/nba/players/full/4376.png,Boban Marjanovic,5,,,,230.0,22.0,9.7,2.3,4.0,58.1,0.0,0.1,29.6,1.5,2.0,77.0,1.4,2.7,4.0,0.5,0.4,0.2,1.2,0.7,6.2
433,Kristaps Porzingis,https://www.espn.com/nba/player/_/id/3102531/kristaps-porzingis,s:40~l:46~a:3102531,a1f467e25304c8c1db2380fe313c3d7c,3102531,87.0,240.0,25,PF,6.0,27285000.0,08/02/95,https://a.espncdn.com/i/headshots/nba/players/full/3102531.png,Kristaps Porzingis,4,,Latvia,,243.0,242.0,31.2,6.6,15.2,43.4,1.7,4.9,35.8,3.5,4.3,80.3,1.7,6.0,7.6,1.4,2.0,0.7,3.2,1.7,18.4
434,Dwight Powell,https://www.espn.com/nba/player/_/id/2531367/dwight-powell,s:40~l:46~a:2531367,c18853c26b2f5060a8708eb770b4b881,2531367,82.0,240.0,29,C,7.0,10259375.0,07/20/91,https://a.espncdn.com/i/headshots/nba/players/full/2531367.png,Dwight Powell,6,Stanford,"Toronto, ON",,371.0,88.0,18.7,2.9,5.1,56.3,0.3,0.9,29.3,1.7,2.3,73.9,1.5,3.1,4.6,1.0,0.5,0.7,2.1,0.7,7.7
435,Josh Reaves,https://www.espn.com/nba/player/_/id/3912278/josh-reaves,s:40~l:46~a:3912278,eabd81a667d5e78ea4eca17c5701014f,3912278,76.0,214.0,23,SG,23.0,0.0,06/04/97,https://a.espncdn.com/i/headshots/nba/players/full/3912278.png,Josh Reaves,1,Penn State,"Fairfax, VA",,4.0,0.0,7.0,0.8,2.3,33.3,0.0,0.5,0.0,0.5,0.5,100.0,0.3,0.5,0.8,0.8,0.0,0.0,1.3,0.0,2.0
436,Delon Wright,https://www.espn.com/nba/player/_/id/3064447/delon-wright,s:40~l:46~a:3064447,e2af91fa9c9ae951e887434ac068187b,3064447,77.0,185.0,28,PG,55.0,9473684.0,04/26/92,https://a.espncdn.com/i/headshots/nba/players/full/3064447.png,Delon Wright,5,Utah,"Los Angeles, CA",,271.0,23.0,19.8,2.6,5.9,45.0,0.6,1.8,34.2,1.3,1.7,79.0,0.8,2.3,3.1,2.9,0.4,1.0,1.2,1.0,7.3
437,Bruno Caboclo,https://www.espn.com/nba/player/_/id/3113297/bruno-caboclo,s:40~l:46~a:3113297,d4dbf37f97c30fa398df57ed477b0853,3113297,81.0,218.0,25,SF,5.0,1845301.0,09/21/95,https://a.espncdn.com/i/headshots/nba/players/full/3113297.png,Bruno Caboclo,6,,Brazil,,99.0,20.0,12.7,1.6,3.9,40.0,0.6,2.0,31.6,0.6,0.7,84.6,0.8,1.8,2.6,0.7,0.6,0.4,1.3,0.7,4.3
